Perfect home food,Fatburger,2019-12-04,2020-03-16,8
Romantic stay snack,KFC - Kentucky Fried Chicken,2020-02-14,2020-06-14,5
Chill day snack,Cherry Hill Drive In Ice Cream,2020-09-19,2020-10-10,10
Crazy vacay snack,Sonic Drive-In,2020-04-29,2020-10-14,5
Hot rest snack,Rubio's Coastal Grill,2019-12-05,2020-07-02,12
Cool stay item,Circle Drive In,2019-12-18,2020-09-19,8
Cool quarantine item,Wendys,2020-02-21,2020-05-31,5
Cool quarantine item,Stars Drive-In,2020-04-17,2020-10-23,18
Romantic home snack,Los Verdes,2020-04-06,2020-07-01,18
Chill holiday snack,OMG! Rotisserie,2019-11-10,2019-12-04,12
Blue stay snack,Waffle House,2020-02-20,2020-09-11,18
Perfect rest order,El Tarasco Mexican Food,2020-02-17,2020-08-18,10
White grab order,Twisters,2020-06-08,2020-06-24,12
Smart quarantine item,The Flame Broiler,2019-12-18,2020-04-29,8
Hot home order,Boston Chowda Company,2020-03-01,2020-03-22,8
Good home item,White Castle,2019-11-05,2020-07-07,5
Special stay item,Gold Star Chili,2019-12-03,2020-05-26,8
Blue grab meal,Shloma Inc,2020-07-22,2020-09-30,10
Romantic home food,Chick-fil-a Orange Avenue,2019-12-27,2020-04-30,10
Romantic vacay meal,Food 4 Less,2020-03-14,2020-04-25,5
Chill holiday order,Luna Corner Pizza,2020-03-22,2020-04-11,2
Amazing rest food,SONIC Drive In,2020-01-30,2020-03-03,5
Special home order,Qdoba Mexican Grill,2019-11-18,2019-12-19,18
White grab order,Sonic Drive-In,2019-12-19,2020-02-09,8
Good rest meal,Chicken House,2020-01-13,2020-09-23,5
White rest item,Petro's Chili & Chips,2020-04-25,2020-08-05,10
Hot home order,Gabby's Burgers & Fries,2020-01-10,2020-04-01,18
Smart day item,The Pizza Pipe Line,2019-12-09,2020-02-19,10
Hot day order,Hermosa,2019-12-13,2019-12-16,12
Amazing day order,Topper's Pizza,2020-01-08,2020-04-19,5
Great stay order,Popeyes Louisiana Kitchen,2019-12-12,2020-09-06,12
Good holiday order,Ben & Jerry's,2020-05-31,2020-07-14,12
Special holiday order,Red Robin Gourmet Burgers,2020-01-10,2020-04-08,8
Special grab meal,Checkers,2020-01-25,2020-07-30,5
Great quarantine food,L&L Hawaiian Barbecue,2019-12-05,2020-06-24,10
Hot home order,Gyros Kings,2020-01-25,2020-10-19,10
Special vacay food,Jacks Grocery,2020-01-31,2020-04-16,10
Hot day order,Taco Casa,2020-04-06,2020-10-28,15
Great rest item,Ama Ristorante,2019-11-19,2019-12-15,15
Amazing grab order,TacoTime,2020-04-05,2020-08-08,10
Blue grab snack,Blakes Lotaburger,2020-06-11,2020-07-31,15
Great home order,Yellow Cab Pizza Co.,2020-07-17,2020-09-05,12
Good stay order,Penn Station East Coast Subs,2020-02-22,2020-08-03,15
White rest item,Gabby's Burgers & Fries,2020-01-30,2020-04-01,10
Amazing quarantine item,Omelette House,2020-05-03,2020-06-08,15
Crazy home snack,China King,2020-09-10,2020-10-13,2
Special rest item,A&W All-American Foods,2019-11-22,2020-03-26,12
Crazy grab food,Panda Express,2019-11-26,2020-09-26,10
Special quarantine meal,Don & Millie's,2020-04-28,2020-07-13,8
Crazy stay meal,Burgerville,2020-04-12,2020-07-13,5
Chill holiday snack,Kennedy Fried Chicken & Pizza,2019-12-03,2020-08-16,10
Great rest food,Maui Tacos,2020-02-24,2020-03-08,15
Chill holiday meal,Famous Dave's,2020-08-12,2020-09-07,12
Super vacay meal,Slim Chickens,2020-08-16,2020-10-07,10
Chill holiday item,Port of Subs,2020-05-08,2020-10-21,12
Romantic holiday order,7-11,2019-11-05,2020-03-08,12
Blue quarantine order,Rafael's,2019-12-07,2020-09-12,8
White day meal,Spangle's,2020-04-12,2020-06-02,8
Smart day food,Comilao Lanches Bakery,2020-05-11,2020-06-17,10
Hot day order,Zaxby's,2020-05-22,2020-08-18,10
Chill vacay item,Travelcenters of America,2020-04-20,2020-05-09,5
White quarantine food,Regal Cinemas Tikahtnu  16 IMAX & RPX,2020-06-17,2020-07-16,5
Great quarantine meal,Isabella's Pizzeria,2020-03-21,2020-04-05,12
Super day snack,Jimmy Johns,2019-12-27,2020-06-22,5
White holiday order,Taco Delight,2020-06-18,2020-08-26,15
Chill day meal,Nick's Gyros,2020-08-12,2020-09-11,15
Perfect home item,Hamburger King,2019-11-12,2020-07-22,2
Perfect quarantine order,Meatheads,2020-05-17,2020-07-13,10
Chill day order,Papa Johns,2020-04-03,2020-04-14,12
Romantic stay meal,Shot Tower Inn,2019-11-11,2020-01-08,18
White grab item,Wendy Two Two Eight,2020-04-11,2020-04-14,10
Chill holiday item,Chick-fil-a Magnolia Mall,2019-11-30,2020-01-29,12
Cool holiday snack,Blimpie Subs & Sandwiches,2020-04-19,2020-05-15,10
Amazing day order,Hardee's / Red Burrito,2020-05-20,2020-09-25,2
Special stay meal,Whataburger,2019-11-12,2020-08-24,15
Crazy quarantine meal,Music City Subs,2020-03-21,2020-05-29,8
Crazy day order,Vista Drive In,2019-12-16,2020-02-17,10
Good day meal,Car's Late Night Delivery,2019-12-03,2020-05-13,8
Special grab order,Boston Market 381,2020-01-26,2020-04-25,12
Special quarantine food,Hot Dog Heaven,2019-12-09,2020-02-20,8
Crazy stay snack,Fallguys Burger Company,2020-02-07,2020-07-04,10
Hot day food,Jim's Coney Island,2020-03-27,2020-07-14,12
Great rest order,Mario's Natural Roman Pizza,2020-02-18,2020-05-19,10
Amazing vacay food,Back Yard Burgers,2019-11-19,2020-09-10,15
Amazing day item,Kasa's Pizza,2020-01-08,2020-02-19,2
White stay item,KFC / A&W,2020-01-28,2020-10-05,12
Blue quarantine order,Petro's Chili & Chips,2020-06-11,2020-09-12,10
Hot vacay snack,Bush's Chicken,2019-11-07,2020-02-10,5
Chill vacay item,Dairy Queen Grill & Chill,2020-03-22,2020-09-08,2
Romantic vacay food,Jacks Grocery,2019-11-12,2020-07-02,8
Chill day meal,Taco del Mar,2020-07-27,2020-09-22,15
Special stay food,Chicken Express,2020-01-02,2020-06-16,15
Crazy rest meal,Burger Time,2020-04-06,2020-05-26,15
Perfect grab food,BLIMPIE,2020-06-24,2020-07-31,15
Crazy holiday food,Lion's Choice,2020-02-19,2020-09-13,5
Cool stay item,OMG! Rotisserie,2020-03-28,2020-10-30,18
Great day snack,Sheetz,2019-11-05,2020-05-19,5
Hot holiday item,McDonalds,2020-07-23,2020-09-26,10
White day order,Gabby's Burgers & Fries,2019-12-13,2020-09-03,5
Hot home item,Burger King Salou,2020-01-02,2020-08-08,2
Great day meal,Hot Dog Heaven,2020-02-14,2020-04-18,10
Chill home meal,The People Connection,2019-11-08,2020-02-18,10
Great day snack,31st Avenue Gyro,2020-02-29,2020-10-08,12
Crazy grab food,Your Healthy Habit,2020-09-13,2020-10-22,12
Smart day item,Furr's,2020-02-01,2020-07-31,10
Chill holiday snack,Dairy Cheer,2019-12-09,2020-04-09,12
Great home food,Quizno's +,2020-01-21,2020-06-11,8
Great quarantine snack,Rush's,2019-11-14,2020-10-20,18
Cool rest item,Greek Oven Pizza and Wings,2020-01-26,2020-02-23,10
Perfect vacay snack,El Paragua Restaurant,2019-12-22,2020-03-03,15
Cool holiday snack,Taco Local,2020-01-09,2020-02-01,10
Perfect stay item,A&w,2020-04-17,2020-06-11,15
Blue vacay meal,Smoothie King,2020-08-04,2020-08-12,15
Hot holiday item,Bobby's Burger Palace,2019-12-03,2020-06-24,5
Romantic rest meal,Crystal Restaurant,2020-05-03,2020-10-22,15
Great grab food,Arbys,2020-04-23,2020-10-15,12
Chill rest snack,Custard Hut & Pizza,2020-10-01,2020-10-21,2
Smart vacay item,The Halal Guys,2019-11-11,2020-03-27,15
Special vacay food,Hoka Hoka Bento,2019-11-06,2020-05-18,12
Great home snack,Roly Poly,2020-01-20,2020-04-16,18
Blue quarantine food,Mickey's Gyros & Ribs,2020-03-01,2020-05-19,8
Perfect day snack,El Tarasco Mexican Food,2019-11-05,2020-07-27,10
Special day item,In-A-Tub,2020-01-25,2020-05-20,12
White stay order,Madison Street Subs,2020-04-11,2020-10-10,2
Chill day order,Rahway Chicken & Burger Inc,2020-04-14,2020-05-06,2
Blue quarantine order,SUBWAY,2020-02-21,2020-05-06,5
Perfect day food,Cousins Subs,2019-11-22,2020-06-17,10
Crazy vacay food,Fitness 19,2020-06-30,2020-09-17,5
Chill grab meal,Mickey's Gyros & Ribs,2020-02-22,2020-06-23,8
Cool holiday food,Penn Station East Coast Subs,2020-05-04,2020-06-16,18
Good rest order,Round Table Pizza,2020-04-30,2020-09-30,15
Great grab snack,A&W All-American Foods,2020-04-07,2020-06-05,8
Crazy holiday meal,Gabby's Burgers & Fries,2019-12-26,2020-06-15,12
Amazing home order,Windmill Gourmet Fast Foods,2020-06-17,2020-09-07,2
Romantic rest meal,Quick,2019-11-30,2020-04-14,10
Great quarantine food,Tommy's Sub Shop,2019-11-11,2020-09-05,18
Cool day order,Dominos Pizza,2019-11-18,2020-05-12,8
Good home snack,Baker's Drive Thru,2019-11-28,2020-07-17,12
Crazy quarantine food,Tommy's Sub Shop,2020-02-26,2020-03-27,10
Chill home food,Schlotzsky's,2020-01-03,2020-02-29,18
Blue quarantine order,Cody's Cafe,2020-06-16,2020-07-01,2
Perfect day order,Rocky's,2020-01-06,2020-01-11,12
Perfect stay order,Taco Bueno,2020-04-29,2020-05-31,5
Romantic holiday item,Long John Silver/ A&W,2020-08-09,2020-08-11,10
Crazy vacay snack,Chick-fil-a Magnolia Mall,2020-05-11,2020-06-17,2
Great quarantine order,The Flame Broiler,2019-12-04,2020-09-25,18
White grab order,A&W,2020-08-10,2020-10-20,10
Amazing day meal,Slim Chickens,2020-02-29,2020-10-19,2
Cool stay food,Iceberg Drive Inn,2020-06-01,2020-06-28,10
Great holiday order,Car's Late Night Delivery,2019-11-07,2020-09-26,2
Chill stay item,Pop-A-Nugget,2020-02-06,2020-04-05,10
Special vacay item,Everest,2019-11-30,2020-02-15,8
Crazy grab food,Jack in the Box,2019-11-16,2020-04-30,12
Super stay item,Boston Market 381,2020-05-11,2020-10-06,5
Cool home order,King Grill,2020-06-07,2020-06-08,12
Smart rest item,Gabby's Burgers & Fries,2020-02-23,2020-04-15,12
Blue rest order,Braum's Ice Cream & Dairy Store,2019-11-20,2020-03-15,15
Amazing holiday food,Popeyes,2020-05-05,2020-08-12,12
Cool day meal,Wendy Two Two Eight,2020-01-18,2020-06-28,8
White vacay meal,Costa Vida Fresh Mexican Grill,2020-02-23,2020-10-07,2
Blue day item,Vista Drive In,2020-08-10,2020-10-11,10
Crazy grab snack,Garden Catering,2019-12-25,2020-05-08,12
Blue stay order,Kennedy Fried Chicken & Pizza,2020-03-20,2020-06-08,8
Super rest item,Rally's Hamburgers,2020-02-14,2020-08-21,15
Special grab order,Del Taco,2020-07-07,2020-09-11,15
Romantic rest meal,Lee's Oriental Martial Arts,2020-04-12,2020-09-30,12
Hot day order,Wu's Fine Chinese Cuisine,2020-04-11,2020-04-16,10
Hot day meal,Rocky's,2020-01-04,2020-10-31,2
Amazing quarantine food,Hegenburgers,2020-01-25,2020-07-28,15
Special rest order,Port Of Subs,2020-09-06,2020-09-28,12
Amazing home meal,Blimpie Subs & Sandwiches,2020-04-16,2020-07-25,5
Hot holiday food,Rocky's,2020-01-26,2020-08-08,12
Great quarantine item,Blondies,2020-06-02,2020-06-28,15
Perfect rest order,Mariu Kebabberia Gastronomica,2019-11-03,2019-11-08,18
Blue stay food,Wings And Philly,2020-02-07,2020-04-17,18
Cool holiday order,Bills Place,2019-11-19,2020-09-29,12
Blue quarantine item,Garden Fast Food,2019-11-15,2020-06-27,8
Amazing day item,Steak N Shake,2020-05-04,2020-05-10,2
Romantic home snack,Madison Street Subs,2020-01-12,2020-05-28,10
White rest food,Thrashers French Fries,2020-04-17,2020-05-26,12
Amazing day order,Long John Silver's,2020-01-31,2020-07-22,18
Special holiday item,Pita Pit,2020-02-15,2020-02-16,2
Blue rest order,Boston Market 381,2019-11-16,2020-07-04,10
Cool rest meal,Brixton's,2019-11-28,2020-10-27,15
Perfect day order,Hardees,2020-01-23,2020-02-13,12
Special holiday order,Shot Tower Inn,2019-12-27,2020-07-10,8
White holiday order,Popeye's Chicken & Biscuits,2020-03-08,2020-03-25,12
Crazy day order,McLaren's Pantry,2019-12-16,2020-06-20,12
White rest snack,Rally's Springfield,2019-11-08,2020-04-12,10
Super vacay order,Soulfish Grill,2020-08-28,2020-10-10,8
Hot stay order,Kum Go,2019-12-04,2020-05-17,10
Good home food,Dewey's Pizza,2020-05-24,2020-07-30,10
Super day food,Cousins Subs,2019-12-09,2020-10-27,2
Hot rest order,BLIMPIE,2019-12-30,2020-09-21,8
Cool vacay snack,Yum Brands Inc,2020-04-14,2020-10-25,5
Great quarantine item,World Wrapps,2019-12-18,2020-06-14,10
Blue stay snack,World Wrapps,2019-11-08,2019-12-19,2
Super quarantine item,Gabby's Burgers & Fries,2019-12-08,2020-08-28,18
Smart grab item,Loco Moco Drive-Inn,2020-06-11,2020-09-26,12
Crazy day food,Burger's Landing,2020-10-13,2020-10-26,10
Smart quarantine order,Smoothie King,2020-04-06,2020-08-05,12
Smart grab meal,Hotdoks,2019-12-10,2020-09-08,10
Crazy stay item,Pollo Tropical,2019-12-18,2020-01-12,12
Cool grab meal,Hardee's / Red Burrito,2020-03-21,2020-07-14,10
Special home meal,Dunkin Donuts,2020-05-06,2020-07-23,10
Smart holiday item,Rally's,2020-03-20,2020-07-08,2
Blue holiday snack,Rubio's,2020-10-10,2020-10-15,15
Hot holiday food,Fitness 19,2019-12-09,2020-07-30,18
Romantic quarantine item,Rallys,2020-05-04,2020-07-13,10
Crazy rest snack,Travelcenters of America,2019-12-29,2020-03-28,15
Chill home meal,Fatburger,2020-01-04,2020-10-13,5
White rest snack,Gianni's Pizza,2020-02-01,2020-10-22,5
Chill holiday order,Quizno's +,2020-02-23,2020-07-15,10
Perfect day item,A&W,2020-03-05,2020-08-16,2
Super rest snack,Tommy's Sub Shop,2020-04-22,2020-07-23,10
Romantic grab order,Gabby's Burgers & Fries,2019-11-10,2020-09-28,10
Chill holiday item,Baja Fresh Mexican Grill,2020-04-27,2020-04-29,15
Special day meal,Sunrise Cafe,2020-05-02,2020-09-26,15
Special quarantine order,Popeye's Chicken & Biscuits,2020-07-25,2020-08-05,8
Smart day food,Rocky's,2020-04-06,2020-10-05,18
Smart vacay food,Maria's Fry Bread & Mexican Food,2019-12-12,2020-05-21,12
Hot day item,Food 4 Less,2020-09-13,2020-10-27,12
Chill quarantine food,Pizza Hut,2020-04-10,2020-08-23,8
Special stay meal,Chicken House,2020-04-16,2020-05-31,10
Super rest meal,Your Healthy Habit,2019-11-05,2020-07-11,12
Great grab food,South-A-Philly Steaks and Hoagies,2020-02-13,2020-07-02,10
Blue holiday meal,The Press Club,2020-03-21,2020-05-29,2
White grab order,Bobby's Burger Palace,2020-02-21,2020-08-03,8
Chill stay meal,Bobby's Burger Palace,2020-01-10,2020-10-15,10
Great grab item,Hot Dog Heaven,2020-03-11,2020-06-14,10
Cool quarantine meal,Ny Chicken Fish,2019-12-25,2020-07-31,10
Good rest meal,BIG & little's Restaurant,2020-02-09,2020-08-24,18
Great stay snack,McDonald's,2020-02-22,2020-09-17,15
Great stay order,Mcalister's Deli,2019-11-23,2020-01-20,10
White vacay food,Luxor Food Court,2019-11-09,2020-04-19,12
Smart vacay food,Carl's Jr,2019-12-16,2020-01-09,10
Chill stay snack,Subway Sandwiches,2020-09-26,2020-10-12,12
Romantic grab snack,Ben & Jerry's,2020-02-29,2020-09-15,10
Blue holiday meal,Checker's Drive-in Restaurant,2020-06-28,2020-09-15,12
Super stay food,KFC - Kentucky Fried Chicken,2019-11-26,2020-05-10,10
Super quarantine food,Sensenig Poultry LLC,2020-04-19,2020-08-29,15
Crazy grab food,Meatheads,2020-05-17,2020-05-29,10
Amazing home food,Tom's Grill,2020-03-01,2020-06-07,12
White day meal,Bamboo Bistro,2020-02-06,2020-05-26,15
Crazy rest item,Papa Johns,2020-02-15,2020-06-11,15
Chill day snack,Bob Evans Restaurant,2019-12-04,2019-12-26,18
Blue stay snack,SUBWAY®,2020-03-07,2020-09-07,15
Romantic quarantine snack,Jack in the Box,2019-11-28,2020-10-18,5
Good stay item,Kfc,2019-11-12,2020-03-06,2
Special rest meal,Bamboo Bistro,2020-05-26,2020-06-14,10
Romantic quarantine item,Froots,2020-01-04,2020-10-06,12
Special vacay order,Crispy Chicken & Seafood,2019-12-17,2020-08-03,10
Smart stay snack,Crispy Chicken & Seafood,2019-11-05,2020-10-14,10
Great grab food,Slim Chickens,2020-05-29,2020-10-13,15
Cool day food,Custard Hut & Pizza,2020-01-19,2020-10-06,18
Smart quarantine item,Boston Market 381,2019-12-23,2020-05-21,8
Special home item,Jack Pirtles Chicken,2020-03-21,2020-09-19,12
White stay food,b.good,2020-04-25,2020-05-14,10
Cool grab snack,Pizza Barn,2020-05-13,2020-08-21,10
Perfect vacay order,Carl's Jr / Green Burrito,2020-01-25,2020-10-30,12
Special quarantine meal,Kentucky Fried Chicken,2020-04-17,2020-06-12,2
White quarantine meal,Rahway Chicken & Burger Inc,2020-09-12,2020-09-25,10
White quarantine item,Soulfish Grill,2020-03-29,2020-04-22,10
Hot grab meal,Sensenig Poultry LLC,2020-01-09,2020-08-31,5
Good vacay meal,Little Caesar's Pizza Smithfield,2020-03-14,2020-10-15,10
Hot vacay snack,Foster's Freeze,2020-06-12,2020-10-06,5
Hot stay food,Golden Chick,2020-02-13,2020-09-30,15
Chill quarantine meal,Port Of Subs,2020-06-15,2020-06-28,15
Perfect home meal,Fresh City,2020-03-08,2020-04-16,10
Special stay snack,Chick-fil-a Superstition Springs Center,2020-06-02,2020-09-15,5
Hot rest item,Rally's,2020-07-31,2020-09-11,12
Smart rest snack,Taco Mayo,2020-05-05,2020-09-25,18
Chill rest item,Papa John’s Pizza,2020-03-24,2020-04-21,5
Hot stay meal,Dairy Freeze,2019-11-13,2020-06-22,10
Smart vacay item,Nielsen's Frozen Custard,2020-06-08,2020-08-28,15
White home item,Hot Dog Heaven,2019-11-08,2020-09-20,12
Crazy quarantine food,Mickey's Gyros & Ribs,2019-12-19,2020-10-10,10
Romantic vacay order,Raising Cane's Chicken Fingers,2020-03-20,2020-06-02,10
White day food,Twisters,2020-04-25,2020-04-28,15
Amazing day food,Long John Silvers / A&W,2020-04-06,2020-08-31,2
Perfect day order,31st Avenue Gyro,2020-06-17,2020-10-24,18
Blue holiday snack,Comilao Lanches Bakery,2020-05-14,2020-06-06,8
Amazing holiday item,Subway (johnson) @ Jonesboro,2020-09-13,2020-09-26,12
Super holiday snack,Charkies,2019-12-27,2020-07-04,10
Great day meal,KFC,2020-03-05,2020-04-05,15
Smart stay snack,Ben & Jerry's,2019-11-30,2019-12-12,18
Romantic holiday meal,Foster's Freeze,2019-12-23,2020-08-23,10
Special holiday food,Petro's Chili & Chips,2019-11-23,2020-04-19,15
Amazing vacay snack,Portillo's,2020-03-20,2020-07-10,2
Blue rest item,P. Terry's,2019-12-09,2020-09-25,8
Good vacay snack,Food 4 Less,2020-06-06,2020-08-16,18
Amazing quarantine meal,Gabby's Burgers & Fries,2020-03-20,2020-04-27,15
Good holiday item,KFC / A&W,2019-11-22,2019-12-03,18
Smart home order,Hotdoks,2020-04-05,2020-05-01,5
Good grab order,Bob Evans,2019-12-17,2020-02-15,12
Cool vacay item,Rancher's Roast Beef Inc.,2020-04-28,2020-10-16,2
White day meal,Topper's Pizza,2020-04-24,2020-09-17,12
Chill holiday order,Fitness 19,2020-05-22,2020-09-30,5
Special day order,Mcdonald's #25557,2020-02-28,2020-10-05,10
Super stay item,Skyline Chili,2020-06-24,2020-10-31,18
Cool home item,b.good,2020-02-05,2020-09-24,10
Amazing stay meal,Quiznos,2019-12-04,2020-08-05,15
Great stay snack,Cypress Best,2019-11-17,2019-12-19,10
Romantic vacay order,Captain D's,2020-09-26,2020-10-24,2
Perfect vacay order,Papa Johns Pizza,2020-09-15,2020-09-27,18
Amazing holiday item,KFC/Taco Bell,2020-05-06,2020-06-14,10
Chill quarantine order,Subway,2020-05-21,2020-09-11,2
Smart stay item,Roly Poly,2019-11-29,2020-01-09,2
Smart vacay meal,Great Steak,2020-02-03,2020-03-05,5
Chill vacay snack,Nielsen's Frozen Custard,2019-12-12,2020-10-27,12
Special holiday food,Boston Market 381,2020-05-21,2020-07-21,15
Smart quarantine order,King Grill,2020-04-09,2020-08-21,8
Smart stay meal,The Pizza Pipe Line,2020-08-30,2020-09-10,2
Crazy day food,Baja Fresh,2020-06-13,2020-10-27,18
Super vacay item,Dairy Cheer,2020-03-04,2020-07-27,12
Chill holiday food,Steak Escape,2020-04-27,2020-06-29,10
Romantic holiday order,Chick-fil-a Magnolia Mall,2020-02-23,2020-08-22,12
Crazy home order,Mayfair Boardwalk Grill,2020-03-08,2020-07-30,10
Smart stay order,Cousins Subs,2020-02-06,2020-07-04,10
Super quarantine order,Domino's Pizza,2019-11-30,2020-08-17,10
White vacay order,Ny Chicken Fish,2020-05-20,2020-10-07,10
Good grab meal,Woody's Sloppy Dogs,2020-01-30,2020-08-27,10
Super holiday item,D'angelo Grilled Sandwiches,2019-12-31,2020-04-09,10
Romantic home meal,Jim Bob's Chicken Fingers,2020-01-26,2020-08-08,2
Chill home meal,Papagus Gyros,2020-03-11,2020-06-24,12
Crazy home snack,DQ Woodlands,2020-04-09,2020-08-28,12
Good day food,Steak 'N Shake,2020-07-30,2020-08-15,15
Cool home food,Richie's Restaurant,2019-11-26,2020-10-05,12
Hot stay food,Runza,2020-07-23,2020-10-23,2
Amazing day order,Popeye's Louisiana Kitchen,2020-10-24,2020-10-24,2
Hot grab item,Original Tracks,2020-07-11,2020-07-19,8
Chill quarantine meal,Ryan's,2020-03-28,2020-08-21,15
Good grab item,AJ's Hotdogs & Gyros,2020-03-27,2020-10-05,5
Good holiday item,Sbarro,2020-02-17,2020-05-24,12
White quarantine order,Kerby's Koney Island,2020-01-09,2020-07-25,5
Cool quarantine food,Long John Silver's / A&W,2020-02-07,2020-10-07,18
Super stay order,Rich's Mighty Fine Burgers Grub,2020-07-24,2020-10-06,10
Cool vacay meal,Mcdonalds,2019-12-04,2020-02-04,12
Smart day order,Hot Dog On A Stick,2020-09-26,2020-10-30,15
Crazy holiday meal,L&L Hawaiian Barbecue,2019-11-22,2019-12-28,15
Crazy holiday food,Thunder Ridge Ampride,2020-01-14,2020-10-11,10
White quarantine food,The Great Steak & Potato Co.,2020-07-23,2020-09-13,12
Special home order,Subway Sandwiches and Salads,2019-12-03,2019-12-25,5
Blue holiday item,Waffle House,2019-12-26,2020-06-20,12
Romantic rest meal,In-N-Out Burger,2020-03-08,2020-07-01,8
Hot vacay meal,Greek Oven Pizza and Wings,2020-03-21,2020-09-12,15
Amazing holiday item,Dual - Carls / Grn Burrito 1100654,2020-01-07,2020-05-05,8
Great quarantine order,Charley's Grilled Subs,2019-11-18,2020-03-06,2
Amazing holiday food,Kfc,2020-08-19,2020-08-24,12
Crazy rest item,Sheetz,2019-11-05,2020-07-23,18
Blue quarantine food,Omega Drive-In,2020-02-22,2020-07-20,12
Super holiday food,McDonald's of Mililani Mauka,2020-02-02,2020-05-08,12
Smart rest item,Jersey Mike's Subs,2019-11-10,2020-08-23,12
Hot stay order,Frisch's Big Boy,2019-12-16,2020-09-25,8
Crazy day item,Shoney's on the Go,2020-02-06,2020-05-21,15
Super rest meal,Bush's Chicken,2019-11-02,2020-07-01,15
Amazing stay snack,El Pollo Loco,2020-02-22,2020-03-31,12
Super day snack,Ernie's All American Burger,2020-04-12,2020-06-30,5
Chill quarantine order,Burger's Landing,2020-04-29,2020-08-30,8
Perfect grab snack,Tasty Carryout,2019-12-16,2020-09-26,18
Crazy home food,Boston Market,2019-11-12,2020-08-15,15
Amazing home meal,Roly Poly,2019-12-18,2020-01-11,12
Amazing grab order,Mc Donalds,2020-07-21,2020-08-30,10
Crazy rest item,Lee's Oriental Martial Arts,2020-04-29,2020-08-31,2
Romantic quarantine item,A&w,2020-02-27,2020-02-27,12
Hot vacay item,Subway - Roland Park,2019-11-21,2020-10-17,15
Hot grab meal,Taco Del Mar,2020-04-03,2020-08-29,5
Good grab item,Long John Silvers / A&W,2020-01-02,2020-03-11,18
White day item,A&w Restaurant,2019-11-08,2020-10-17,10
Smart holiday meal,Los Verdes,2019-11-02,2020-10-30,12
Hot quarantine item,McDonalds,2020-04-08,2020-08-26,10
Perfect holiday meal,Mariu Kebabberia Gastronomica,2020-07-21,2020-09-08,10
Special quarantine snack,Rubio's Coastal Grill,2020-04-06,2020-05-11,15
Amazing home order,Nielsen's Frozen Custard,2019-11-13,2020-09-28,15
Romantic vacay order,Wings N' More Wings,2020-04-29,2020-05-21,18
Romantic rest food,Meatheads,2020-05-11,2020-09-11,15
Hot holiday snack,Sensenig Poultry LLC,2020-06-01,2020-09-24,10
Perfect vacay food,Blondies,2020-01-14,2020-05-09,2
Chill stay item,Nino's Pizza,2020-04-06,2020-09-08,12
Chill stay meal,Wingstop,2020-01-06,2020-08-24,12
Perfect rest item,Maria's Fry Bread & Mexican Food,2020-01-17,2020-04-16,10
Great stay meal,Kfc,2020-04-01,2020-04-30,15
Amazing rest snack,Sonic Drive in,2020-09-11,2020-10-27,15
Romantic home snack,Baker's Drive Thru,2020-02-28,2020-04-06,12
Hot home snack,The Flame Broiler,2019-12-19,2020-07-10,8
Amazing holiday snack,McLaren's Pantry,2020-02-06,2020-04-02,15
Amazing day order,Braum's Ice Cream & Dairy Store,2020-01-12,2020-02-15,8
Hot vacay meal,Kettle Restaurant,2020-06-09,2020-09-08,12
Great quarantine food,Italian Pizzeria Restaurant,2020-04-01,2020-09-17,10
Smart vacay snack,Wu's Fine Chinese Cuisine,2020-04-06,2020-06-11,8
Good stay meal,Blimpie,2020-02-28,2020-06-04,2
Crazy quarantine food,Buds Chicken & Seafood,2019-11-08,2020-07-04,18
Romantic holiday item,The Pita Pit,2020-06-27,2020-08-03,18
Great vacay snack,Bb&t,2020-05-10,2020-06-13,5
Chill home meal,Steak 'n Shake,2020-05-08,2020-07-17,15
Good home snack,Regal Cinemas Tikahtnu  16 IMAX & RPX,2020-04-14,2020-08-25,10
Good vacay food,Omega Drive-In,2020-05-27,2020-09-11,10
Amazing quarantine food,Hometown Buffet,2019-11-26,2020-01-29,10
Crazy rest snack,Bad Daddys Burger Bar,2020-07-13,2020-10-22,5
Hot rest food,Cinnabon,2020-05-20,2020-08-09,12
White holiday item,Arby's Antigo,2020-03-16,2020-09-26,12
Chill rest food,McLaren's Pantry,2020-08-07,2020-08-21,15
Crazy rest meal,Rubio's,2020-01-24,2020-10-04,2
Chill grab food,Love's,2020-04-02,2020-10-24,10
Romantic rest meal,B. Good,2020-03-05,2020-03-26,2
Amazing stay order,Pick Up Stix,2020-03-17,2020-10-28,5
Smart stay item,Elevation Burger,2020-03-20,2020-05-21,18
Hot vacay order,Kings Contrivance Jewelers,2019-11-10,2019-11-30,12
Super holiday item,OMG! Rotisserie,2019-11-12,2020-03-03,8
Amazing quarantine meal,China Buddha Inn II,2020-06-08,2020-10-18,5
Good quarantine meal,Baja Fresh Mexican Grill,2019-12-19,2020-08-18,2
Romantic holiday food,Great Steak And Potato Co,2019-11-09,2020-09-14,12
Cool grab item,The Break Away Sports Cafe,2020-02-08,2020-05-28,5
Romantic home meal,Baskin-Robbins,2020-01-07,2020-02-04,8
Romantic rest food,Bush's Chicken,2019-11-08,2020-02-01,5
Blue stay item,Firehouse Subs,2020-01-13,2020-06-28,15
Blue holiday meal,Tina's Carryout Restaurant,2020-03-22,2020-05-27,10
Smart holiday food,Crown Fried Chicken,2020-07-30,2020-08-19,10
