orderid,paymentMethod,rating,location,fee,orderTime,departTime1,arriveTime,departTime2,deliveryTime,riderUsername,customerUsername,rname
1782,Cash,5,Clementi,116.4,2020-03-07 20:18:32,2020-03-07 20:22:23,2020-03-07 20:24:14,2020-03-07 20:28:04,2020-03-07 20:31:33,bbbb,customer290,Tubby's Grilled Submarines
1783,Mastercard,3,Tongkang,191.4,2020-03-07 20:30:32,2020-03-07 20:31:37,2020-03-07 20:33:46,2020-03-07 20:36:09,2020-03-07 20:39:52,ii,customer146,Pizza Primetime
1784,Mastercard,5,Clarke Quay,21.0,2020-03-07 20:37:36,2020-03-07 20:38:49,2020-03-07 20:39:50,2020-03-07 20:41:40,2020-03-07 20:44:53,m,customer217,Rallys
1785,Visa,3,Clarke Quay,37.2,2020-03-07 20:00:39,2020-03-07 20:4:10,2020-03-07 20:7:31,2020-03-07 20:8:58,2020-03-07 20:12:16,ii,customer47,Car's Late Night Delivery
1786,Mastercard,4,Compassvale,31.8,2020-03-07 20:00:48,2020-03-07 20:3:54,2020-03-07 20:7:19,2020-03-07 20:8:40,2020-03-07 20:10:20,hh,customer291,Rancher's Roast Beef Inc.
1787,Visa,4,Tukang,130.2,2020-03-07 20:13:51,2020-03-07 20:17:24,2020-03-07 20:19:34,2020-03-07 20:24:23,2020-03-07 20:27:19,yyy,customer244,Pacific Rim
1788,Mastercard,2,TE22A,97.8,2020-03-07 21:39:15,2020-03-07 21:42:31,2020-03-07 21:46:05,2020-03-07 21:47:39,2020-03-07 21:48:59,ii,customer39,Denton's
1789,Mastercard,4,Jurong Town Hall,25.8,2020-03-07 21:31:25,2020-03-07 21:35:16,2020-03-07 21:39:26,2020-03-07 21:42:56,2020-03-07 21:47:57,ii,customer127,Bob Evans Restaurant
1790,Cash,3,Tengah Plantation,184.2,2020-03-07 21:29:25,2020-03-07 21:30:17,2020-03-07 21:35:33,2020-03-07 21:39:44,2020-03-07 21:44:49,hh,customer28,Rally's Springfield
1791,Visa,2,Toa Payoh,193.8,2020-03-07 21:24:30,2020-03-07 21:28:27,2020-03-07 21:31:47,2020-03-07 21:36:55,2020-03-07 21:40:03,uuu,customer128,Exxon
1792,Mastercard,5,Buangkok,256.8,2020-03-07 21:16:30,2020-03-07 21:17:16,2020-03-07 21:19:33,2020-03-07 21:24:00,2020-03-07 21:28:55,ii,customer81,Jamba Juice
1793,Cash,1,Dhoby Ghaut,99.0,2020-03-07 21:09:48,2020-03-07 21:10:55,2020-03-07 21:15:10,2020-03-07 21:16:14,2020-03-07 21:20:58,yyy,customer264,Rubio's Coastal Grill
1794,Cash,5,Queenstown,428.4,2020-03-07 21:34:53,2020-03-07 21:38:30,2020-03-07 21:39:57,2020-03-07 21:42:11,2020-03-07 21:47:54,ii,customer232,Carl's / Green Burrito
1795,Cash,1,TE22A,175.2,2020-03-07 21:22:56,2020-03-07 21:23:06,2020-03-07 21:27:56,2020-03-07 21:31:43,2020-03-07 21:36:47,hh,customer246,Home Town Buffet
1796,Visa,2,Jurong East,263.4,2020-03-08 16:30:22,2020-03-08 16:33:16,2020-03-08 16:35:33,2020-03-08 16:40:25,2020-03-08 16:45:46,yyy,customer214,Tropical Smoothie Cafe
1797,Mastercard,3,Lakeside,117.6,2020-03-08 16:33:27,2020-03-08 16:34:41,2020-03-08 16:37:57,2020-03-08 16:42:02,2020-03-08 16:44:39,yyy,customer144,Steak-out
1798,Mastercard,2,Petir,52.2,2020-03-08 16:03:55,2020-03-08 16:7:55,2020-03-08 16:10:54,2020-03-08 16:11:14,2020-03-08 16:15:50,ii,customer95,Tina's Carryout Restaurant
1799,Visa,5,Marine Parade,158.4,2020-03-08 17:05:25,2020-03-08 17:8:30,2020-03-08 17:10:35,2020-03-08 17:14:05,2020-03-08 17:17:25,yyy,customer11,Wingstop
1800,Cash,5,Esplanade,58.2,2020-03-08 17:27:52,2020-03-08 17:32:51,2020-03-08 17:33:07,2020-03-08 17:38:34,2020-03-08 17:42:54,hh,customer280,SONIC Drive In
1801,Visa,2,Pandan Reservoir,68.4,2020-03-08 18:38:10,2020-03-08 18:41:56,2020-03-08 18:44:44,2020-03-08 18:47:43,2020-03-08 18:51:02,hh,customer281,McDonald's
1802,Visa,1,Telok Ayer,144.6,2020-03-08 18:05:15,2020-03-08 18:6:58,2020-03-08 18:10:33,2020-03-08 18:13:40,2020-03-08 18:18:00,ii,customer53,Music City Subs
1803,Mastercard,3,one-north,127.8,2020-03-08 18:24:23,2020-03-08 18:27:47,2020-03-08 18:29:12,2020-03-08 18:31:20,2020-03-08 18:36:28,bbbb,customer2,Nick's Gyros
1804,Mastercard,3,Holland Village,261.0,2020-03-08 18:01:28,2020-03-08 18:6:34,2020-03-08 18:8:17,2020-03-08 18:10:22,2020-03-08 18:12:57,hh,customer187,Travelcenters of America
1805,Visa,2,Lakeside,80.4,2020-03-08 18:58:34,2020-03-08 19:0:25,2020-03-08 19:3:46,2020-03-08 19:7:07,2020-03-08 19:10:11,hh,customer112,BGR - The Burger Joint
1806,Mastercard,1,Expo,54.6,2020-03-08 18:11:57,2020-03-08 18:16:40,2020-03-08 18:17:17,2020-03-08 18:20:39,2020-03-08 18:21:28,ii,customer156,Johnny Rockets
1807,Visa,4,South View,144.0,2020-03-08 19:23:22,2020-03-08 19:25:31,2020-03-08 19:26:58,2020-03-08 19:27:56,2020-03-08 19:32:52,zzz,customer225,Steak 'n Shake
1808,Mastercard,4,Thanggam,198.6,2020-03-08 19:27:27,2020-03-08 19:28:18,2020-03-08 19:30:02,2020-03-08 19:33:44,2020-03-08 19:34:29,ii,customer52,Tommy's Sub Shop
1809,Cash,3,EXTENSION,130.8,2020-03-08 20:15:08,2020-03-08 20:20:34,2020-03-08 20:21:56,2020-03-08 20:26:29,2020-03-08 20:28:37,hh,customer253,Qdoba Mexican Eats
1810,Mastercard,5,Nicoll Highway,143.4,2020-03-08 20:57:29,2020-03-08 21:2:44,2020-03-08 21:5:38,2020-03-08 21:8:25,2020-03-08 21:12:03,l,customer35,Luby's
1811,Visa,5,Peng Kang Hill,61.2,2020-03-08 21:04:13,2020-03-08 21:6:43,2020-03-08 21:9:48,2020-03-08 21:11:01,2020-03-08 21:15:31,hh,customer172,Noodles & Company
1812,Cash,1,Orchard,228.0,2020-03-08 21:42:22,2020-03-08 21:46:11,2020-03-08 21:48:35,2020-03-08 21:50:31,2020-03-08 21:54:41,bbbb,customer43,Bob Evans
1813,Visa,2,Kranji,306.6,2020-03-08 21:19:22,2020-03-08 21:21:51,2020-03-08 21:25:33,2020-03-08 21:30:57,2020-03-08 21:31:05,ii,customer162,Boston Market 381
1814,Visa,2,Kembangan,213.0,2020-03-08 21:38:39,2020-03-08 21:41:51,2020-03-08 21:43:46,2020-03-08 21:44:00,2020-03-08 21:48:51,ii,customer64,Carl's / Green Burrito
1815,Visa,1,Kranji,66.6,2020-03-08 21:39:40,2020-03-08 21:44:29,2020-03-08 21:48:53,2020-03-08 21:50:39,2020-03-08 21:55:10,m,customer249,McDonald's of Mililani Mauka
1816,Mastercard,5,Tongkang,133.2,2020-03-08 21:48:46,2020-03-08 21:53:34,2020-03-08 21:58:50,2020-03-08 22:0:02,2020-03-08 22:1:27,ii,customer182,El Pollo Loco
1817,Visa,1,Springleaf,247.8,2020-03-09 16:57:04,2020-03-09 17:2:52,2020-03-09 17:3:38,2020-03-09 17:6:05,2020-03-09 17:11:49,xxx,customer273,Rubio's
1818,Cash,4,Maxwell,72.6,2020-03-09 16:48:06,2020-03-09 16:53:05,2020-03-09 16:54:37,2020-03-09 16:57:38,2020-03-09 16:59:56,www,customer189,McDonald's
1819,Cash,2,PTC,60.0,2020-03-09 16:16:12,2020-03-09 16:18:00,2020-03-09 16:21:38,2020-03-09 16:22:48,2020-03-09 16:24:43,ii,customer90,Old Country Buffet
1820,Cash,2,Choa Chu Kang West,23.4,2020-03-09 16:31:27,2020-03-09 16:32:11,2020-03-09 16:37:07,2020-03-09 16:38:21,2020-03-09 16:42:35,ii,customer236,Loco Moco Drive-Inn
1821,Mastercard,4,Tan Kah Kee,183.0,2020-03-09 16:07:31,2020-03-09 16:12:28,2020-03-09 16:16:34,2020-03-09 16:18:10,2020-03-09 16:19:19,aaaa,customer41,Dairy Queen
1822,Mastercard,3,Ubi,177.0,2020-03-09 16:09:53,2020-03-09 16:13:26,2020-03-09 16:14:55,2020-03-09 16:18:29,2020-03-09 16:23:07,ii,customer213,Red Robin Gourmet Burgers
1823,Mastercard,2,Newton,163.8,2020-03-09 17:43:01,2020-03-09 17:44:11,2020-03-09 17:46:18,2020-03-09 17:51:54,2020-03-09 17:53:11,ii,customer133,Home Town Buffet
1824,Mastercard,5,Mattar,151.8,2020-03-09 17:14:14,2020-03-09 17:15:02,2020-03-09 17:19:38,2020-03-09 17:20:47,2020-03-09 17:25:01,hh,customer193,King Grill
1825,Mastercard,4,Katong Park,303.0,2020-03-09 17:09:22,2020-03-09 17:10:37,2020-03-09 17:11:30,2020-03-09 17:12:56,2020-03-09 17:13:34,aaaa,customer58,Gyros Kings
1826,Cash,4,Mountbatten,143.4,2020-03-09 17:12:36,2020-03-09 17:13:36,2020-03-09 17:18:58,2020-03-09 17:23:39,2020-03-09 17:26:18,hh,customer138,Freddy's Steakburger
1827,Cash,5,Nanyang Crescent,141.6,2020-03-09 17:12:45,2020-03-09 17:13:18,2020-03-09 17:16:17,2020-03-09 17:19:40,2020-03-09 17:21:43,l,customer117,Sonic Drive-in
1828,Visa,2,Admiralty,115.8,2020-03-09 17:16:56,2020-03-09 17:17:48,2020-03-09 17:22:09,2020-03-09 17:25:48,2020-03-09 17:28:32,hh,customer241,Luna Corner Pizza
1829,Mastercard,1,Corporation,45.6,2020-03-09 18:11:00,2020-03-09 18:15:40,2020-03-09 18:19:46,2020-03-09 18:23:24,2020-03-09 18:25:47,hh,customer176,Penn Station East Coast Subs
1830,Mastercard,3,Aljunied,106.2,2020-03-09 18:14:01,2020-03-09 18:19:58,2020-03-09 18:24:03,2020-03-09 18:28:10,2020-03-09 18:33:25,xxx,customer73,Chuck Wagon
1831,Cash,3,Maxwell,130.2,2020-03-09 18:20:16,2020-03-09 18:23:54,2020-03-09 18:26:38,2020-03-09 18:29:02,2020-03-09 18:32:26,ii,customer259,Loco Moco Drive-Inn
1832,Visa,1,Choa Chu Kang West,42.0,2020-03-09 18:19:44,2020-03-09 18:20:25,2020-03-09 18:21:47,2020-03-09 18:22:18,2020-03-09 18:25:53,zzz,customer255,Sconecutter
1833,Cash,3,Springleaf,35.4,2020-03-09 18:33:45,2020-03-09 18:38:14,2020-03-09 18:43:44,2020-03-09 18:47:53,2020-03-09 18:50:26,l,customer275,Northeastern State University
1834,Cash,3,FOUNDERS' MEMORIAL,142.2,2020-03-09 18:19:52,2020-03-09 18:20:12,2020-03-09 18:24:34,2020-03-09 18:25:15,2020-03-09 18:26:57,zzz,customer283,Fallguys Burger Company
1835,Cash,5,Mountbatten,192.6,2020-03-09 19:40:02,2020-03-09 19:41:21,2020-03-09 19:46:11,2020-03-09 19:50:09,2020-03-09 19:52:11,bbbb,customer298,L&L Hawaiian Barbecue
1836,Visa,3,Tawas,62.4,2020-03-09 19:57:27,2020-03-09 19:59:08,2020-03-09 20:4:13,2020-03-09 20:5:01,2020-03-09 20:9:45,uuu,customer297,Rancher's Roast Beef Inc.
1837,Visa,4,Cashew,229.2,2020-03-09 19:01:55,2020-03-09 19:3:41,2020-03-09 19:6:35,2020-03-09 19:9:31,2020-03-09 19:10:59,vvv,customer97,Eldon Drive In
1838,Mastercard,2,Choa Chu Kang,196.8,2020-03-09 19:37:56,2020-03-09 19:42:35,2020-03-09 19:46:19,2020-03-09 19:47:19,2020-03-09 19:49:50,bbbb,customer49,In-A-Tub
1839,Mastercard,3,Tengah Park,69.6,2020-03-09 20:40:08,2020-03-09 20:45:51,2020-03-09 20:50:00,2020-03-09 20:55:05,2020-03-09 21:0:31,ii,customer286,Subway
1840,Mastercard,4,Tampines East,418.8,2020-03-09 20:06:26,2020-03-09 20:10:33,2020-03-09 20:11:00,2020-03-09 20:16:44,2020-03-09 20:21:32,yyy,customer211,Roy Rogers
1841,Mastercard,2,Botanic Gardens,32.4,2020-03-09 20:30:50,2020-03-09 20:35:01,2020-03-09 20:38:25,2020-03-09 20:40:55,2020-03-09 20:44:02,uuu,customer248,KFC - Kentucky Fried Chicken
1842,Visa,5,Tukang,76.2,2020-03-09 20:58:52,2020-03-09 21:1:51,2020-03-09 21:6:51,2020-03-09 21:7:45,2020-03-09 21:10:36,hh,customer134,Jack's
1843,Mastercard,5,Geylang Bahru,39.6,2020-03-09 20:05:57,2020-03-09 20:9:17,2020-03-09 20:10:03,2020-03-09 20:14:08,2020-03-09 20:16:55,hh,customer39,Dominos Pizza
1844,Visa,1,Cantonment,186.0,2020-03-09 21:52:08,2020-03-09 21:54:26,2020-03-09 21:56:34,2020-03-09 21:57:17,2020-03-09 21:59:51,bbbb,customer227,Brixton's
1845,Cash,2,Soo Teck,182.4,2020-03-09 21:39:17,2020-03-09 21:44:17,2020-03-09 21:48:55,2020-03-09 21:52:27,2020-03-09 21:57:37,hh,customer232,Hardee's
1846,Cash,3,MacPherson,265.8,2020-03-09 21:43:22,2020-03-09 21:45:08,2020-03-09 21:47:31,2020-03-09 21:50:05,2020-03-09 21:55:31,ii,customer210,Burger's Landing
1847,Cash,2,PTC,225.6,2020-03-09 21:40:31,2020-03-09 21:42:10,2020-03-09 21:47:02,2020-03-09 21:51:22,2020-03-09 21:55:03,ii,customer71,BLIMPIE
1848,Cash,2,Ubi,69.6,2020-03-09 21:35:52,2020-03-09 21:37:17,2020-03-09 21:39:59,2020-03-09 21:43:56,2020-03-09 21:44:49,hh,customer118,Carl's Jr - Green Burrito
1849,Cash,4,Cove,120.6,2020-03-10 16:27:10,2020-03-10 16:30:55,2020-03-10 16:31:24,2020-03-10 16:35:08,2020-03-10 16:39:19,ii,customer20,Eagan's Drive-In
1850,Visa,4,Tampines West,46.8,2020-03-10 16:34:23,2020-03-10 16:35:15,2020-03-10 16:38:36,2020-03-10 16:41:11,2020-03-10 16:44:23,ii,customer214,Fab Wings N Burgers
1851,Mastercard,3,Paya Lebar,68.4,2020-03-10 16:29:42,2020-03-10 16:30:28,2020-03-10 16:33:20,2020-03-10 16:34:52,2020-03-10 16:35:09,yyy,customer58,Baja Fresh Mexican Grill
1852,Visa,2,Tengah Plantation,256.2,2020-03-10 16:15:43,2020-03-10 16:16:10,2020-03-10 16:17:26,2020-03-10 16:18:40,2020-03-10 16:20:23,hh,customer134,Sunrise Cafe
1853,Cash,1,Gek Poh,167.4,2020-03-10 17:21:03,2020-03-10 17:22:27,2020-03-10 17:24:56,2020-03-10 17:25:37,2020-03-10 17:29:48,ii,customer66,Jolly's Drive-In
1854,Visa,1,Sam Kee,170.4,2020-03-10 17:41:08,2020-03-10 17:42:48,2020-03-10 17:45:14,2020-03-10 17:47:26,2020-03-10 17:52:29,ii,customer257,Ben & Jerry's
1855,Mastercard,4,City Hall,31.8,2020-03-10 17:11:19,2020-03-10 17:14:58,2020-03-10 17:17:32,2020-03-10 17:21:12,2020-03-10 17:26:45,hh,customer196,Hardees
1856,Cash,2,Tuas Crescent,46.8,2020-03-10 17:24:50,2020-03-10 17:28:13,2020-03-10 17:29:42,2020-03-10 17:31:17,2020-03-10 17:36:38,zzz,customer216,Frugals
1857,Visa,4,Phoenix,271.2,2020-03-10 17:17:50,2020-03-10 17:18:36,2020-03-10 17:19:23,2020-03-10 17:22:00,2020-03-10 17:24:54,vvv,customer227,Carl's Jr
1858,Cash,3,Kangkar,156.6,2020-03-10 17:25:52,2020-03-10 17:29:59,2020-03-10 17:33:31,2020-03-10 17:36:48,2020-03-10 17:40:03,hh,customer206,Meatheads
1861,Visa,2,Marymount,181.8,2020-03-10 18:51:02,2020-03-10 18:53:48,2020-03-10 18:54:56,2020-03-10 18:58:04,2020-03-10 19:3:09,xxx,customer226,McDonalds @ Old Atlanta
1862,Visa,5,Kranji,242.4,2020-03-10 18:33:35,2020-03-10 18:38:33,2020-03-10 18:40:43,2020-03-10 18:41:48,2020-03-10 18:42:07,hh,customer15,Bush's Chicken
1863,Visa,2,Xilin,108.6,2020-03-10 19:39:02,2020-03-10 19:41:51,2020-03-10 19:44:56,2020-03-10 19:46:04,2020-03-10 19:49:02,bbbb,customer114,Tubby's Grilled Submarines
1864,Mastercard,5,Commonwealth,130.8,2020-03-10 19:30:09,2020-03-10 19:35:43,2020-03-10 19:39:04,2020-03-10 19:42:32,2020-03-10 19:47:57,hh,customer178,Jamjam
1865,Visa,4,Sixth Avenue,15.0,2020-03-10 19:44:16,2020-03-10 19:49:33,2020-03-10 19:54:00,2020-03-10 19:58:30,2020-03-10 20:2:44,www,customer171,St Louis Original Hamburgers
1866,Visa,5,Hume,46.2,2020-03-10 19:30:22,2020-03-10 19:32:07,2020-03-10 19:36:18,2020-03-10 19:39:54,2020-03-10 19:43:23,uuu,customer161,Teddy's Bigger Burgers
1867,Visa,5,Founders' Memorial,241.8,2020-03-10 19:55:34,2020-03-10 20:0:05,2020-03-10 20:5:23,2020-03-10 20:6:28,2020-03-10 20:9:27,bbbb,customer62,Ziti's Italian Express
1868,Mastercard,4,Newton,233.4,2020-03-10 19:57:51,2020-03-10 19:59:00,2020-03-10 20:2:20,2020-03-10 20:6:26,2020-03-10 20:7:37,uuu,customer144,Hub City Express
1869,Visa,5,Woodlands South,163.8,2020-03-10 20:36:20,2020-03-10 20:37:18,2020-03-10 20:40:08,2020-03-10 20:43:54,2020-03-10 20:45:16,l,customer82,Chester's Grill
1870,Mastercard,1,Tanah Merah,136.2,2020-03-10 20:28:20,2020-03-10 20:31:57,2020-03-10 20:36:39,2020-03-10 20:38:37,2020-03-10 20:41:06,ii,customer120,A&W Restaurant
1871,Visa,3,Layar,206.4,2020-03-10 20:36:24,2020-03-10 20:38:08,2020-03-10 20:43:42,2020-03-10 20:47:37,2020-03-10 20:50:03,ii,customer183,Richie's Restaurant
1872,Mastercard,4,Upper Changi,61.2,2020-03-10 20:38:53,2020-03-10 20:40:14,2020-03-10 20:44:19,2020-03-10 20:48:01,2020-03-10 20:49:21,www,customer248,China King
1873,Cash,3,Marine Terrace,31.2,2020-03-10 21:12:14,2020-03-10 21:14:44,2020-03-10 21:17:13,2020-03-10 21:21:26,2020-03-10 21:22:35,ii,customer246,Car's Late Night Delivery
1874,Visa,5,Buangkok,116.4,2020-03-10 21:00:18,2020-03-10 21:4:11,2020-03-10 21:5:58,2020-03-10 21:7:24,2020-03-10 21:12:55,ii,customer241,Sammy Carry-Out
1875,Mastercard,2,Clementi,110.4,2020-03-10 21:09:33,2020-03-10 21:10:20,2020-03-10 21:12:19,2020-03-10 21:16:13,2020-03-10 21:17:14,ii,customer277,Bravo Tacos
1876,Visa,1,Beauty World,200.4,2020-03-10 21:44:39,2020-03-10 21:45:30,2020-03-10 21:47:22,2020-03-10 21:49:51,2020-03-10 21:50:15,ii,customer221,Vista Drive In
1877,Cash,2,Beauty World,100.2,2020-03-10 21:58:51,2020-03-10 22:1:50,2020-03-10 22:6:10,2020-03-10 22:9:46,2020-03-10 22:11:35,ii,customer239,Bob Evans
1878,Mastercard,2,Tampines East,129.0,2020-03-11 16:05:09,2020-03-11 16:6:10,2020-03-11 16:9:40,2020-03-11 16:14:19,2020-03-11 16:17:46,hh,customer14,Yum Brands Inc
1879,Mastercard,2,Nicoll Highway,83.4,2020-03-11 16:50:14,2020-03-11 16:55:08,2020-03-11 16:58:47,2020-03-11 17:2:49,2020-03-11 17:7:12,ii,customer270,Kfc - Kentucky Fried Chicken
1880,Mastercard,1,Botanic Gardens,75.6,2020-03-11 16:53:17,2020-03-11 16:58:02,2020-03-11 17:0:29,2020-03-11 17:4:15,2020-03-11 17:5:13,hh,customer213,7-Eleven
1881,Visa,5,Commonwealth,136.8,2020-03-11 16:06:41,2020-03-11 16:9:18,2020-03-11 16:10:45,2020-03-11 16:14:26,2020-03-11 16:18:32,ii,customer299,Pal's Sudden Service
1882,Visa,5,Admiralty,139.8,2020-03-11 16:40:49,2020-03-11 16:43:38,2020-03-11 16:48:56,2020-03-11 16:53:49,2020-03-11 16:57:03,www,customer114,Skyline Chili
1883,Cash,2,Commonwealth,228.6,2020-03-11 16:17:51,2020-03-11 16:22:54,2020-03-11 16:26:38,2020-03-11 16:27:10,2020-03-11 16:28:50,www,customer205,Chick-fil-A
1884,Mastercard,4,Bukit Panjang,243.6,2020-03-11 16:48:57,2020-03-11 16:50:52,2020-03-11 16:55:40,2020-03-11 17:0:15,2020-03-11 17:1:56,bbbb,customer55,Los Verdes
1885,Cash,1,Choa Chu Kang,216.0,2020-03-11 17:30:02,2020-03-11 17:31:55,2020-03-11 17:33:48,2020-03-11 17:35:41,2020-03-11 17:40:24,hh,customer28,Greek Oven Pizza and Wings
1886,Cash,5,Xilin,127.2,2020-03-11 17:33:15,2020-03-11 17:38:52,2020-03-11 17:43:44,2020-03-11 17:45:56,2020-03-11 17:49:41,hh,customer280,AJ's Hotdogs & Gyros
1887,Visa,1,Woodlands North,198.6,2020-03-11 17:06:16,2020-03-11 17:10:00,2020-03-11 17:12:40,2020-03-11 17:16:32,2020-03-11 17:19:32,l,customer284,Flip Burger Bar
1888,Cash,1,Toh Guan,99.0,2020-03-11 17:40:18,2020-03-11 17:45:29,2020-03-11 17:47:18,2020-03-11 17:51:30,2020-03-11 17:52:07,ii,customer66,Ryan's
1889,Cash,1,King Albert Park,147.0,2020-03-11 17:25:30,2020-03-11 17:27:26,2020-03-11 17:32:14,2020-03-11 17:35:16,2020-03-11 17:37:27,uuu,customer65,Sonic Drive In
1890,Cash,2,Jurong West,234.0,2020-03-11 17:07:30,2020-03-11 17:8:50,2020-03-11 17:13:16,2020-03-11 17:14:49,2020-03-11 17:16:50,xxx,customer83,Old Country Buffet
1891,Cash,2,Cashew,20.4,2020-03-11 17:20:39,2020-03-11 17:21:59,2020-03-11 17:26:29,2020-03-11 17:27:43,2020-03-11 17:32:57,l,customer43,Lenny's Sub Shop
1892,Cash,5,Bright Hill,103.2,2020-03-11 17:49:53,2020-03-11 17:53:44,2020-03-11 17:57:32,2020-03-11 18:1:09,2020-03-11 18:5:07,m,customer8,Redbox
1893,Visa,4,Pending,82.2,2020-03-11 18:12:12,2020-03-11 18:16:39,2020-03-11 18:19:55,2020-03-11 18:23:29,2020-03-11 18:28:54,hh,customer297,Lukes on Harlem
1894,Cash,4,Esplanade,129.0,2020-03-11 18:30:20,2020-03-11 18:33:35,2020-03-11 18:34:58,2020-03-11 18:37:45,2020-03-11 18:42:32,ii,customer229,Braum's
1895,Visa,4,Tanah Merah,80.4,2020-03-11 18:40:23,2020-03-11 18:45:14,2020-03-11 18:46:39,2020-03-11 18:49:42,2020-03-11 18:53:08,hh,customer252,Kam's Chop Suey
1896,Cash,5,Lakeside,338.4,2020-03-11 18:18:36,2020-03-11 18:23:08,2020-03-11 18:26:58,2020-03-11 18:28:48,2020-03-11 18:31:06,hh,customer71,KFC / Taco Bell
1897,Mastercard,4,WEST LOOP,187.8,2020-03-11 18:09:42,2020-03-11 18:10:55,2020-03-11 18:12:59,2020-03-11 18:15:54,2020-03-11 18:18:53,hh,customer292,Bravo Tacos
1898,Cash,1,Teck Lee,43.8,2020-03-11 18:23:43,2020-03-11 18:28:38,2020-03-11 18:32:12,2020-03-11 18:33:02,2020-03-11 18:38:41,hh,customer138,Taco Bell/Pizza Hut Express
1899,Cash,1,Tanah Merah,144.0,2020-03-11 19:27:11,2020-03-11 19:30:12,2020-03-11 19:31:17,2020-03-11 19:36:59,2020-03-11 19:37:03,xxx,customer246,Steak 'n Shake
1900,Mastercard,1,Keat Hong,324.0,2020-03-11 19:28:13,2020-03-11 19:31:28,2020-03-11 19:36:38,2020-03-11 19:40:51,2020-03-11 19:44:22,ii,customer32,Carl's Jr
1901,Cash,3,EAST LOOP,505.8,2020-03-11 19:06:15,2020-03-11 19:11:21,2020-03-11 19:13:32,2020-03-11 19:16:53,2020-03-11 19:17:39,ii,customer290,QDOBA Mexican Eats
1902,Cash,1,Tengah,169.2,2020-03-11 19:32:17,2020-03-11 19:34:58,2020-03-11 19:39:26,2020-03-11 19:44:27,2020-03-11 19:46:05,hh,customer43,Pita Pit
1903,Mastercard,4,Keat Hong,179.4,2020-03-11 19:28:24,2020-03-11 19:32:54,2020-03-11 19:36:51,2020-03-11 19:38:58,2020-03-11 19:41:51,hh,customer256,Dq Grill & Chill
1904,Visa,2,Nicoll Highway,166.8,2020-03-11 19:58:34,2020-03-11 20:2:16,2020-03-11 20:7:46,2020-03-11 20:10:21,2020-03-11 20:15:36,hh,customer21,Little Caesars Pizza
1905,Mastercard,5,Prince Edward Road,57.0,2020-03-11 19:21:34,2020-03-11 19:25:11,2020-03-11 19:26:21,2020-03-11 19:28:08,2020-03-11 19:31:04,l,customer54,Amigos/Kings Classic
1906,Visa,5,Maxwell,168.6,2020-03-11 19:52:49,2020-03-11 19:55:30,2020-03-11 19:57:49,2020-03-11 19:58:51,2020-03-11 20:2:55,zzz,customer221,Mcdonald's #25557
1908,Mastercard,2,Gul Circle,117.0,2020-03-11 19:31:59,2020-03-11 19:35:40,2020-03-11 19:37:16,2020-03-11 19:41:18,2020-03-11 19:46:29,ii,customer33,The Pizza Pipe Line
1909,Cash,3,Tai Seng,66.0,2020-03-11 20:07:30,2020-03-11 20:9:48,2020-03-11 20:11:21,2020-03-11 20:12:28,2020-03-11 20:14:56,aaaa,customer129,KFC - Kentucky Fried Chicken
1910,Cash,1,Kent Ridge,58.2,2020-03-11 20:43:35,2020-03-11 20:47:34,2020-03-11 20:52:17,2020-03-11 20:56:29,2020-03-11 20:59:33,uuu,customer25,7-11
1911,Cash,2,Teck Lee,167.4,2020-03-11 20:34:46,2020-03-11 20:38:25,2020-03-11 20:43:53,2020-03-11 20:48:11,2020-03-11 20:52:18,zzz,customer191,Roly Poly
1912,Cash,5,Bartley,107.4,2020-03-11 21:32:04,2020-03-11 21:33:11,2020-03-11 21:36:59,2020-03-11 21:39:43,2020-03-11 21:44:08,hh,customer236,Taco Time
1913,Mastercard,2,Pasir Panjang,25.8,2020-03-11 21:23:24,2020-03-11 21:28:49,2020-03-11 21:29:31,2020-03-11 21:31:01,2020-03-11 21:32:44,bbbb,customer201,A & W Family Restaurant
1914,Cash,3,Novena,157.2,2020-03-11 21:47:33,2020-03-11 21:51:19,2020-03-11 21:53:27,2020-03-11 21:55:00,2020-03-11 21:59:53,vvv,customer216,Sonic Drive in
1915,Visa,4,Pasir Panjang,197.4,2020-03-11 21:07:48,2020-03-11 21:11:24,2020-03-11 21:13:47,2020-03-11 21:15:52,2020-03-11 21:17:34,hh,customer44,name
1916,Cash,4,Tanjong Rhu,191.4,2020-03-11 21:08:55,2020-03-11 21:10:23,2020-03-11 21:12:37,2020-03-11 21:17:42,2020-03-11 21:19:06,ii,customer123,Subway Citgo of Quarryville
1917,Mastercard,3,Bras Basah,270.6,2020-03-11 21:01:59,2020-03-11 21:3:29,2020-03-11 21:4:49,2020-03-11 21:6:36,2020-03-11 21:10:36,ii,customer156,Love's
1918,Visa,5,Kadaloor,205.8,2020-03-12 16:42:15,2020-03-12 16:43:31,2020-03-12 16:47:19,2020-03-12 16:49:25,2020-03-12 16:52:53,ii,customer234,Boston Market 381
1919,Cash,3,Hong Kah,86.4,2020-03-12 16:28:25,2020-03-12 16:31:09,2020-03-12 16:32:00,2020-03-12 16:37:22,2020-03-12 16:40:49,www,customer261,Dairy Isle
1920,Mastercard,2,Bright Hill,153.0,2020-03-12 16:44:26,2020-03-12 16:45:32,2020-03-12 16:49:05,2020-03-12 16:50:54,2020-03-12 16:52:34,hh,customer26,Maui Tacos
